Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n1350,3,1,0.3469,"that all black jawn getting scooped like ice cream rt    def gotta have it, i dont even like watches","[\'that\', \'all\', \'black\', \'jawn\', \'getting\', \'scooped\', \'like\', \'ice\', \'cream\', \'rt\', \'def\', \'gotta\', \'have\', \'it\', \'i\', \'dont\', \'even\', \'like\', \'watches\'] ",
n1351,1,0,1,"  needs to stop auto arranging the home screen, and allow users to position apps wherever they want ","[\'needs\', \'to\', \'stop\', \'auto\', \'arranging\', \'the\', \'home\', \'screen\', \'and\', \'allow\', \'users\', \'to\', \'position\', \'apps\', \'wherever\', \'they\', \'want\'] ",
n1352,3,1,1,  i havent decided yet  i might get bourgeois about it,"[\'i\', \'havent\', \'decided\', \'yet\', \'i\', \'might\', \'get\', \'bourgeois\', \'about\', \'it\'] ",
n1353,3,1,1,lol  rt    i havent decided yet  i might get bourgeois about it,"[\'lol\', \'rt\', \'i\', \'havent\', \'decided\', \'yet\', \'i\', \'might\', \'get\', \'bourgeois\', \'about\', \'it\'] ",
n1354,3,1,1,"apple intraday comments   updated range,    premium users   aapl  stockaction  trading  stocks  mkt \n","[\'apple\', \'intraday\', \'comments\', \'updated\', \'range\', \'premium\', \'users\', \'aapl\', \'stockaction\', \'trading\', \'stocks\', \'mkt\'] ",
n1355,1,0,1,lol fuck you  if im going to pay you my left arm  amp  leg for a product   make it last for more then a couple months  shittychargers,"[\'lol\', \'fuck\', \'you\', \'if\', \'im\', \'going\', \'to\', \'pay\', \'you\', \'my\', \'left\', \'arm\', \'amp\', \'leg\', \'for\', \'a\', \'product\', \'make\', \'it\', \'last\', \'for\', \'more\', \'then\', \'a\', \'couple\', \'months\', \'shittychargers\'] ",
n1356,1,0,1,i have no more storage left  fuck you ,"[\'i\', \'have\', \'no\', \'more\', \'storage\', \'left\', \'fuck\', \'you\'] ",
n1357,5,1,0.6781,"if you wouldve invested  50,000 in 2005 in  aapl stock you would have  1,315,066 today   shucks","[\'if\', \'you\', \'wouldve\', \'invested\', \'50\', \'000\', \'in\', \'2005\', \'in\', \'aapl\', \'stock\', \'you\', \'would\', \'have\', \'1\', \'315\', \'066\', \'today\', \'shucks\'] ",
n1358,3,1,1,  i totally agree,"[\'i\', \'totally\', \'agree\'] ",
n1359,3,1,0.8071,"apple announces hour of code 2014 campaign for students, offers free programming workshops in december   aapl","[\'apple\', \'announces\', \'hour\', \'of\', \'code\', \'2014\', \'campaign\', \'for\', \'students\', \'offers\', \'free\', \'programming\', \'workshops\', \'in\', \'december\', \'aapl\'] ",
n1360,3,1,0.6725,spotify promotion offers 3 month premium subscription for  0 99 to new customers  ios blog    aapl,"[\'spotify\', \'promotion\', \'offers\', \'3\', \'month\', \'premium\', \'subscription\', \'for\', \'0\', \'99\', \'to\', \'new\', \'customers\', \'ios\', \'blog\', \'aapl\'] ",
n1361,3,1,0.7048,"iphone 6 makes ios a success in the uk, but android fights back in japan  aapl  aapl \n","[\'iphone\', \'6\', \'makes\', \'ios\', \'a\', \'success\', \'in\', \'the\', \'uk\', \'but\', \'android\', \'fights\', \'back\', \'in\', \'japan\', \'aapl\', \'aapl\'] ",
n1362,3,1,1,"rt  iphone 6 makes ios a success in the uk, but android fights back in japan  aapl  aapl \n","[\'rt\', \'iphone\', \'6\', \'makes\', \'ios\', \'a\', \'success\', \'in\', \'the\', \'uk\', \'but\', \'android\', \'fights\', \'back\', \'in\', \'japan\', \'aapl\', \'aapl\'] ",
n1363,3,1,1,alabama anti discrimination bill to be named after apples tim cook   aapl,"[\'alabama\', \'anti\', \'discrimination\', \'bill\', \'to\', \'be\', \'named\', \'after\', \'apples\', \'tim\', \'cook\', \'aapl\'] ",
n1364,5,1,0.6722,  it looks like  is offering a free course on one of their programs   is that the same thing you are seeing?  hourofcode,"[\'it\', \'looks\', \'like\', \'is\', \'offering\', \'a\', \'free\', \'course\', \'on\', \'one\', \'of\', \'their\', \'programs\', \'is\', \'that\', \'the\', \'same\', \'thing\', \'you\', \'are\', \'seeing\', \'hourofcode\'] ",
n1365,3,1,1,apple intraday comments   updated   range   premium users   aapl  stockaction  trading  stocks  mkt \n,"[\'apple\', \'intraday\', \'comments\', \'updated\', \'range\', \'premium\', \'users\', \'aapl\', \'stockaction\', \'trading\', \'stocks\', \'mkt\'] ",
n1366,5,1,1,"gotta love the genius bar at  thanks for your help alex!! at apple store, suburban square ","[\'gotta\', \'love\', \'the\', \'genius\', \'bar\', \'at\', \'thanks\', \'for\', \'your\', \'help\', \'alex\', \'at\', \'apple\', \'store\', \'suburban\', \'square\'] ",
n1367,3,1,1, apple stores hosting hour of code programming workshops on december 11th     aapl  tokyo,"[\'apple\', \'stores\', \'hosting\', \'hour\', \'of\', \'code\', \'programming\', \'workshops\', \'on\', \'december\', \'11th\', \'aapl\', \'tokyo\'] ",
n1368,3,1,0.6851," iphone6, 6  plus trigger spike in  apple sales worldwide    via   aapl","[\'iphone6\', \'6\', \'plus\', \'trigger\', \'spike\', \'in\', \'apple\', \'sales\', \'worldwide\', \'via\', \'aapl\'] ",
n1369,1,0,0.7018, i wish  would do something similar! its almost worth switching to samsung for it,"[\'i\', \'wish\', \'would\', \'do\', \'something\', \'similar\', \'its\', \'almost\', \'worth\', \'switching\', \'to\', \'samsung\', \'for\', \'it\'] ",
n1370,3,1,1,"in first ever apple watch hackathon, apps and challenges emerge  aapl  aapl \n","[\'in\', \'first\', \'ever\', \'apple\', \'watch\', \'hackathon\', \'apps\', \'and\', \'challenges\', \'emerge\', \'aapl\', \'aapl\'] ",
n1371,5,1,0.6912, aapl apple executives to take stand in antitrust trial   ,"[\'aapl\', \'apple\', \'executives\', \'to\', \'take\', \'stand\', \'in\', \'antitrust\', \'trial\'] ",
n1372,1,0,1, is in and  is out at emanon records   apple was premium product  now it is an average product with a premium price ,"[\'is\', \'in\', \'and\', \'is\', \'out\', \'at\', \'emanon\', \'records\', \'apple\', \'was\', \'premium\', \'product\', \'now\', \'it\', \'is\', \'an\', \'average\', \'product\', \'with\', \'a\', \'premium\', \'price\'] ",
n1373,3,1,1,cnbctv    apple top execs take stand  aapl ,"[\'cnbctv\', \'apple\', \'top\', \'execs\', \'take\', \'stand\', \'aapl\'] ",
n1374,3,1,1,   i was thinking about this the other day  i wish it would come true ,"[\'i\', \'was\', \'thinking\', \'about\', \'this\', \'the\', \'other\', \'day\', \'i\', \'wish\', \'it\', \'would\', \'come\', \'true\'] ",
n1375,1,0,1,my ipad is playing disgusting music and i cannot make it stop  help! ,"[\'my\', \'ipad\', \'is\', \'playing\', \'disgusting\', \'music\', \'and\', \'i\', \'cannot\', \'make\', \'it\', \'stop\', \'help\'] ",
n1376,5,1,0.4852,nice job  would you like your kid to sit on this? ,"[\'nice\', \'job\', \'would\', \'you\', \'like\', \'your\', \'kid\', \'to\', \'sit\', \'on\', \'this\'] ",
n1378,1,0,0.6661,icloud drive quirk  delete a folder with stuff   it reappears with same stuff    icloud ,"[\'icloud\', \'drive\', \'quirk\', \'delete\', \'a\', \'folder\', \'with\', \'stuff\', \'it\', \'reappears\', \'with\', \'same\', \'stuff\', \'icloud\'] ",
n1379,3,1,1," iphone6plus vs  galaxy note 4   has    apple  really snatched away the  phablet      ( thursday, 4  decem    ","[\'iphone6plus\', \'vs\', \'galaxy\', \'note\', \'4\', \'has\', \'apple\', \'really\', \'snatched\', \'away\', \'the\', \'phablet\', \'thursday\', \'4\', \'decem\'] ",
n1380,3,1,0.7089,trapping trademarks  the case of apple inc  app store   aapl  trademark,"[\'trapping\', \'trademarks\', \'the\', \'case\', \'of\', \'apple\', \'inc\', \'app\', \'store\', \'aapl\', \'trademark\'] ",
n1381,3,1,1,apple pay and services lead to price target upgrade for apple inc    aapl  aapl \n,"[\'apple\', \'pay\', \'and\', \'services\', \'lead\', \'to\', \'price\', \'target\', \'upgrade\', \'for\', \'apple\', \'inc\', \'aapl\', \'aapl\'] ",
n1382,3,1,0.6509, aapl rt  apple stores will host free coding workshops for second annual hour of code   by ,"[\'aapl\', \'rt\', \'apple\', \'stores\', \'will\', \'host\', \'free\', \'coding\', \'workshops\', \'for\', \'second\', \'annual\', \'hour\', \'of\', \'code\', \'by\'] ",
n1383,5,1,1,it took just one month for the  iphone6plus to become the king of  phablets     is king!  jobspring  technews ,"[\'it\', \'took\', \'just\', \'one\', \'month\', \'for\', \'the\', \'iphone6plus\', \'to\', \'become\', \'the\', \'king\', \'of\', \'phablets\', \'is\', \'king\', \'jobspring\', \'technews\'] ",
n1384,3,1,1,apple   fibonacci technicals levels   intraday  update    aapl  aapl  \n,"[\'apple\', \'fibonacci\', \'technicals\', \'levels\', \'intraday\', \'update\', \'aapl\', \'aapl\'] ",
n1385,3,1,1,  patents new tech that shifts  iphones center of gravity during falls so it lands with minimal damages  ,"[\'patents\', \'new\', \'tech\', \'that\', \'shifts\', \'iphones\', \'center\', \'of\', \'gravity\', \'during\', \'falls\', \'so\', \'it\', \'lands\', \'with\', \'minimal\', \'damages\'] ",
n1386,3,1,0.6631,made a playlist on my    ipod without adding the auto downloaded u2 album   put that playlist on shuffle    heard u2 ,"[\'made\', \'a\', \'playlist\', \'on\', \'my\', \'ipod\', \'without\', \'adding\', \'the\', \'auto\', \'downloaded\', \'u2\', \'album\', \'put\', \'that\', \'playlist\', \'on\', \'shuffle\', \'heard\', \'u2\'] ",
n1387,3,1,1," aapl should apple, amazon, or ebay be portfolio picks for 2015?   ","[\'aapl\', \'should\', \'apple\', \'amazon\', \'or\', \'ebay\', \'be\', \'portfolio\', \'picks\', \'for\', \'2015\'] ",
n1388,1,0,1,"spent 6000 eur at apple  iphone 6 camera no longer works told i got water in it,i did not  unacceptable customer service ","[\'spent\', \'6000\', \'eur\', \'at\', \'apple\', \'iphone\', \'6\', \'camera\', \'no\', \'longer\', \'works\', \'told\', \'i\', \'got\', \'water\', \'in\', \'it\', \'i\', \'did\', \'not\', \'unacceptable\', \'customer\', \'service\'] ",
n1389,3,1,0.7315,rt  apple pay and services lead to price target upgrade for apple inc    aapl  aapl \n,"[\'rt\', \'apple\', \'pay\', \'and\', \'services\', \'lead\', \'to\', \'price\', \'target\', \'upgrade\', \'for\', \'apple\', \'inc\', \'aapl\', \'aapl\'] ",
n1390,3,1,0.6643, i thought i was taking my selfie to a new level when i switched from the  htcone to  iphone6plus  disappointed ,"[\'i\', \'thought\', \'i\', \'was\', \'taking\', \'my\', \'selfie\', \'to\', \'a\', \'new\', \'level\', \'when\', \'i\', \'switched\', \'from\', \'the\', \'htcone\', \'to\', \'iphone6plus\', \'disappointed\'] ",
n1391,1,0,1,"rt  spent 6000 eur at apple  iphone 6 camera no longer works told i got water in it,i did not  unacceptable customer service ","[\'rt\', \'spent\', \'6000\', \'eur\', \'at\', \'apple\', \'iphone\', \'6\', \'camera\', \'no\', \'longer\', \'works\', \'told\', \'i\', \'got\', \'water\', \'in\', \'it\', \'i\', \'did\', \'not\', \'unacceptable\', \'customer\', \'service\'] ",
n1392,3,1,0.7436,computer science education week is coming! check out some  coding opportunities that  will be helping put on  ,"[\'computer\', \'science\', \'education\', \'week\', \'is\', \'coming\', \'check\', \'out\', \'some\', \'coding\', \'opportunities\', \'that\', \'will\', \'be\', \'helping\', \'put\', \'on\'] ",
n1393,5,1,0.6815,looks like  could become a leader in cs education ,"[\'looks\', \'like\', \'could\', \'become\', \'a\', \'leader\', \'in\', \'cs\', \'education\'] ",
n1394,5,1,0.729,it took just one month for the  iphone6  plus to become the king of  phablets  via   aapl,"[\'it\', \'took\', \'just\', \'one\', \'month\', \'for\', \'the\', \'iphone6\', \'plus\', \'to\', \'become\', \'the\', \'king\', \'of\', \'phablets\', \'via\', \'aapl\'] ",
n1395,1,0,1,"new  problem  at airport  boarding pass on phone  held up to scanner at security, and my  applepay credit card takes over screen ","[\'new\', \'problem\', \'at\', \'airport\', \'boarding\', \'pass\', \'on\', \'phone\', \'held\', \'up\', \'to\', \'scanner\', \'at\', \'security\', \'and\', \'my\', \'applepay\', \'credit\', \'card\', \'takes\', \'over\', \'screen\'] ",
n1396,5,1,0.6954,dear  i love my iphone 6 plus   a lot  it is a great achievement  but why is it the only iphone ive had that reboots 3x day?  fail,"[\'dear\', \'i\', \'love\', \'my\', \'iphone\', \'6\', \'plus\', \'a\', \'lot\', \'it\', \'is\', \'a\', \'great\', \'achievement\', \'but\', \'why\', \'is\', \'it\', \'the\', \'only\', \'iphone\', \'ive\', \'had\', \'that\', \'reboots\', \'3x\', \'day\', \'fail\'] ",
n1397,3,1,0.6734,"trade  aapl  free nightly updates are  posted here on  twitter, or you can visit the  trade  aapl free  website here ","[\'trade\', \'aapl\', \'free\', \'nightly\', \'updates\', \'are\', \'posted\', \'here\', \'on\', \'twitter\', \'or\', \'you\', \'can\', \'visit\', \'the\', \'trade\', \'aapl\', \'free\', \'website\', \'here\'] ",
n1398,1,0,1, deleted users non  itunes music and didnt tell them about it  via   apple  music,"[\'deleted\', \'users\', \'non\', \'itunes\', \'music\', \'and\', \'didnt\', \'tell\', \'them\', \'about\', \'it\', \'via\', \'apple\', \'music\'] ",
n1400,1,0,1,ios 8 1 has fucked my battery life on my iphone 6  really starting to wonder if  has any quality control anymore  wish i was on 8 01,"[\'ios\', \'8\', \'1\', \'has\', \'fucked\', \'my\', \'battery\', \'life\', \'on\', \'my\', \'iphone\', \'6\', \'really\', \'starting\', \'to\', \'wonder\', \'if\', \'has\', \'any\', \'quality\', \'control\', \'anymore\', \'wish\', \'i\', \'was\', \'on\', \'8\', \'01\'] ",
n1401,3,1,0.7436, apple  kantars data points to a huge december quarter  aapl ,"[\'apple\', \'kantars\', \'data\', \'points\', \'to\', \'a\', \'huge\', \'december\', \'quarter\', \'aapl\'] ",
n1402,1,0,0.5259,"what maketh thee of this pesky b that appears at the end of peoples text messages,  ","[\'what\', \'maketh\', \'thee\', \'of\', \'this\', \'pesky\', \'b\', \'that\', \'appears\', \'at\', \'the\', \'end\', \'of\', \'peoples\', \'text\', \'messages\'] ",
n1403,3,1,1," verr _cktes  ger _cht   iphone6s zum    apple  watch  ( thursday, 4  december) ","[\'verr\', \'_cktes\', \'ger\', \'_cht\', \'iphone6s\', \'zum\', \'apple\', \'watch\', \'thursday\', \'4\', \'december\'] ",
n1404,3,1,1,   blackdollarsmatter  an open letter to the companies that support  lgbtq marriage equality civil rights  ,"[\'blackdollarsmatter\', \'an\', \'open\', \'letter\', \'to\', \'the\', \'companies\', \'that\', \'support\', \'lgbtq\', \'marriage\', \'equality\', \'civil\', \'rights\'] ",
n1405,1,0,0.6373,"apple deleted rivals music from ipods, court hears      apple  itunes  ipods ","[\'apple\', \'deleted\', \'rivals\', \'music\', \'from\', \'ipods\', \'court\', \'hears\', \'apple\', \'itunes\', \'ipods\'] ",
n1406,3,1,1, if only  had robots reviewing apps!,"[\'if\', \'only\', \'had\', \'robots\', \'reviewing\', \'apps\'] ",
n1407,3,1,1,apple mass transit system for maps detailed in new patent  aapl  aapl \n,"[\'apple\', \'mass\', \'transit\', \'system\', \'for\', \'maps\', \'detailed\', \'in\', \'new\', \'patent\', \'aapl\', \'aapl\'] ",
n1408,3,1,1,rt   ceo time cook gets a unique honor in his home state of alabama ,"[\'rt\', \'ceo\', \'time\', \'cook\', \'gets\', \'a\', \'unique\', \'honor\', \'in\', \'his\', \'home\', \'state\', \'of\', \'alabama\'] ",
n1409,3,1,1,rumor roundup  crescentgate gate  aapl  aapl \n,"[\'rumor\', \'roundup\', \'crescentgate\', \'gate\', \'aapl\', \'aapl\'] ",
n1410,3,1,1,rt  apple mass transit system for maps detailed in new patent  aapl  aapl \n,"[\'rt\', \'apple\', \'mass\', \'transit\', \'system\', \'for\', \'maps\', \'detailed\', \'in\', \'new\', \'patent\', \'aapl\', \'aapl\'] ",
n1411,3,1,0.6844,apple ipod lawsuit will reveal unseen steve jobs video  aapl  aapl \n,"[\'apple\', \'ipod\', \'lawsuit\', \'will\', \'reveal\', \'unseen\', \'steve\', \'jobs\', \'video\', \'aapl\', \'aapl\'] ",
n1412,3,1,1,macbook pro 13   non retina first startup   via    macbook  macbookpro  startup  hipster,"[\'macbook\', \'pro\', \'13\', \'non\', \'retina\', \'first\', \'startup\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\'] ",
n1413,3,1,0.6552,macbook pro 13in unboxing   via    macbook  macbookpro  startup  hipster  unboxing,"[\'macbook\', \'pro\', \'13in\', \'unboxing\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n1414,3,1,0.7263," yo whatchoo meeeeean goreella glazz giirrl, daaam i aino monkee ","[\'yo\', \'whatchoo\', \'meeeeean\', \'goreella\', \'glazz\', \'giirrl\', \'daaam\', \'i\', \'aino\', \'monkee\'] ",
n1415,3,1,1,ipad mini unboxing!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unboxing,"[\'ipad\', \'mini\', \'unboxing\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n1416,3,1,1,ipad mini first time startup!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unbox,"[\'ipad\', \'mini\', \'first\', \'time\', \'startup\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unbox\'] ",
n1417,3,1,1,apple   fibonacci technicals levels  last  intraday  update    aapl  aapl  \n,"[\'apple\', \'fibonacci\', \'technicals\', \'levels\', \'last\', \'intraday\', \'update\', \'aapl\', \'aapl\'] ",
n1418,3,1,1,rt  apple   fibonacci technicals levels  last  intraday  update    aapl  aapl  \n,"[\'rt\', \'apple\', \'fibonacci\', \'technicals\', \'levels\', \'last\', \'intraday\', \'update\', \'aapl\', \'aapl\'] ",
n1419,1,0,1,very displeased with the lack of  bdsm themed  emojis   ,"[\'very\', \'displeased\', \'with\', \'the\', \'lack\', \'of\', \'bdsm\', \'themed\', \'emojis\'] ",
n1420,1,0,1,second phone charger broke in two weeks  i hate you,"[\'second\', \'phone\', \'charger\', \'broke\', \'in\', \'two\', \'weeks\', \'i\', \'hate\', \'you\'] ",
n1421,1,0,1,"no  today,charger broken  help please  what can i do   ","[\'no\', \'today\', \'charger\', \'broken\', \'help\', \'please\', \'what\', \'can\', \'i\', \'do\'] ",
n1422,3,1,1,the  iwatch  changing the face of watches   applenews  iwatch  gadgets,"[\'the\', \'iwatch\', \'changing\', \'the\', \'face\', \'of\', \'watches\', \'applenews\', \'iwatch\', \'gadgets\'] ",
